Index,emote_display,link,Emote,IMAGE,Cohort,emotion_recognition,anger_calmness,despair_hope,disgust_like,hate_love,sadness_joy,anticipation_surprise,sacrasm_lvl,Confidence_answer
112,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_973cf33af6e14a92b7c5b970a9d55afd/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_973cf33af6e14a92b7c5b970a9d55afd/1.0,GRASSLORD,,Other recognisable emotes,2,9,0,0,0,0,0,0,1
124,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1584743/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1584743/1.0,GunRun,,Painted face emote,10,7,0,2,1,2,0,0,7
127,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_8b0ac3eee4274a75868e3d0686d7b6f7/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_8b0ac3eee4274a75868e3d0686d7b6f7/1.0,HarleyWink,,Other recognisable emotes,5,6,0,0,0,0,0,0,2
128,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/20225/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/20225/1.0,HassaanChop,,Real Face based emote,10,5,3,6,2,6,4,1,7
129,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/30259/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/30259/1.0,HeyGuys,,Real Face based emote,10,5,2,10,5,8,5,2,9
130,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1713813/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1713813/1.0,HolidayCookie,,Real Face based emote,10,8,2,1,0,2,4,10,7
131,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1713816/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1713816/1.0,HolidayLog,,Holidays,0,0,0,0,0,0,0,0,0
132,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1713819/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1713819/1.0,HolidayPresent,,Holidays,0,0,0,0,0,0,0,0,0
133,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1713822/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1713822/1.0,HolidaySanta,,Painted face emote,5,4,2,6,1,2,2,0,7
134,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1713825/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1713825/1.0,HolidayTree,,Holidays,0,0,0,0,0,0,0,0,0
135,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/357/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/357/1.0,HotPokket,,Real Face based emote,10,-10,-3,-10,-10,-3,8,0,8
125,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/444572/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/444572/1.0,HSCheers,,Food,0,0,0,0,0,0,0,0,0
126,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/446979/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/446979/1.0,HSWP,,Other recognisable emotes,5,7,2,1,3,5,0,6,8
136,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_535e40afa0b34a9481997627b1b47d96/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_535e40afa0b34a9481997627b1b47d96/1.0,HungryPaimon,,Painted face emote,10,7,4,2,1,5,-2,0,6
304,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/112290/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/112290/1.0,imGlitch,,Not recognisable,0,0,0,0,0,0,0,0,0
137,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_b0c6ccb3b12b4f99a9cc83af365a09f1/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_b0c6ccb3b12b4f99a9cc83af365a09f1/1.0,ImTyping,,Not recognisable,0,0,0,0,0,0,0,0,0
139,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/160396/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/160396/1.0,InuyoFace,,Animal or creature recognisable emote,10,2,0,4,2,7,8,0,6
140,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/133468/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/133468/1.0,ItsBoshyTime,,Not recognisable,0,0,0,0,0,0,0,0,0
142,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/114836/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/114836/1.0,Jebaited,,Real Face based emote,10,4,0,5,1,8,9,9,8
143,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_031bf329c21040a897d55ef471da3dd3/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_031bf329c21040a897d55ef471da3dd3/1.0,Jebasted,,Real Face based emote,10,4,0,5,1,8,9,9,7
144,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_4e1c5651219a462894aefa8b6720efc5/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_4e1c5651219a462894aefa8b6720efc5/1.0,JinxLUL,,Painted face emote,10,4,0,5,4,4,6,0,9
141,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/15/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/15/1.0,JKanStyle,,Real Face based emote,10,6,2,4,2,2,5,0,4
145,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/26/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/26/1.0,JonCarnage,,Real Face based emote,10,8,-2,-4,0,-1,3,7,6
77,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/461298/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/461298/1.0,DarkMode,,Real Face based emote,10,-8,1,2,0,3,2,10,7
146,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/133537/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/133537/1.0,KAPOW,,Not recognisable,0,0,0,0,0,0,0,0,0
148,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/80393/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/80393/1.0,Kappa,,Real Face based emote,10,8,1,2,0,3,2,10,5
149,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/74510/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/74510/1.0,KappaClaus,,Real Face based emote,10,7,1,2,0,3,2,10,7
150,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/55338/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/55338/1.0,KappaPride,,Real Face based emote,10,7,1,2,1,3,2,10,6
151,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/70433/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/70433/1.0,KappaRoss,,Real Face based emote,10,7,1,2,0,3,2,10,7
152,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/81997/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/81997/1.0,KappaWealth,,Real Face based emote,10,7,1,2,0,3,2,10,7
153,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/160397/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/160397/1.0,Kappu,,Food,0,0,0,0,0,0,0,0,0
154,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1902/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1902/1.0,Keepo,,Real Face based emote,10,7,1,2,1,3,2,10,7
147,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_7c5d25facc384c47963d25a5057a0b40/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_7c5d25facc384c47963d25a5057a0b40/1.0,KEKHeim,,Animal or creature recognisable emote,10,6,0,2,0,4,4,0,6
155,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/40/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/40/1.0,KevinTurtle,,Real Face based emote,10,8,0,1,0,-1,-7,0,6
156,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_533b8c4a9f6e4bfbb528ad39974e3481/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_533b8c4a9f6e4bfbb528ad39974e3481/1.0,KingWorldCup,,Not recognisable,0,0,0,0,0,0,0,0,0
157,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1901/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1901/1.0,Kippa,,Animal or creature recognisable emote,1,8,0,0,0,0,-10,0,2
158,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/81273/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/81273/1.0,KomodoHype,,Animal or creature recognisable emote,6,2,0,1,1,4,10,7,5
159,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/160400/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/160400/1.0,KonCha,,Painted face emote,10,3,2,8,3,5,4,0,6
160,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/41/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/41/1.0,Kreygasm,,Real Face based emote,10,2,0,1,3,7,10,4,7
162,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_ecb0bfd49b3c4325864b948d46c8152b/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_ecb0bfd49b3c4325864b948d46c8152b/1.0,LaundryBasket,,Not recognisable,0,0,0,0,0,0,0,0,0
163,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_665235901db747b1bd395a5f1c0ab8a9/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_665235901db747b1bd395a5f1c0ab8a9/1.0,Lechonk,,Animal or creature recognisable emote,1,2,0,3,3,7,6,0,8
165,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_adfadf0ae06a4258adc865761746b227/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_adfadf0ae06a4258adc865761746b227/1.0,LionOfYara,,Animal or creature recognisable emote,2,-5,0,0,-1,0,0,0,2
161,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/425618/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/425618/1.0,LUL,,Real Face based emote,10,5,0,3,1,6,8,6,5
167,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/30134/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/30134/1.0,Mau5,,Animal or creature recognisable emote,5,5,0,5,1,3,2,0,3
168,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1290325/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1290325/1.0,MaxLOL,,Real Face based emote,10,4,3,5,1,6,2,0,6
305,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/35063/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/35063/1.0,mcaT,,Not recognisable,0,0,0,0,0,0,0,0,0
169,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_0be25a1663bd472495b91e0302cec166/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_0be25a1663bd472495b91e0302cec166/1.0,MechaRobot,,Animal or creature recognisable emote,2,2,0,0,0,4,0,0,2
170,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1003187/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1003187/1.0,MercyWing1,,Not recognisable,0,0,0,0,0,0,0,0,0
171,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1003189/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1003189/1.0,MercyWing2,,Not recognisable,0,0,0,0,0,0,0,0,0
172,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/81636/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/81636/1.0,MikeHogu,,Real Face based emote,10,7,0,0,0,-1,-6,0,2
173,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/68856/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/68856/1.0,MingLee,,Real Face based emote,10,5,0,5,2,5,4,0,4
174,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_a2dfbbbbf66f4a75b0f53db841523e6c/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_a2dfbbbbf66f4a75b0f53db841523e6c/1.0,ModLove,,Other recognisable emotes,1,2,0,3,10,7,0,6,3
175,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/156787/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/156787/1.0,MorphinTime,,Other recognisable emotes,1,2,0,0,0,0,0,0,1
176,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/28/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/28/1.0,MrDestructoid,,Possible emote recognition,5,9,0,0,-4,0,0,0,1
166,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/142140/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/142140/1.0,MVGame,,Real Face based emote,10,6,1,4,1,2,0,0,4
177,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_c0c9c932c82244ff920ad2134be90afb/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_c0c9c932c82244ff920ad2134be90afb/1.0,MyAvatar,,Real Face based emote,10,6,2,3,1,1,-8,4,7
178,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_53f6a6af8b0e453d874bbefee49b3e73/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_53f6a6af8b0e453d874bbefee49b3e73/1.0,NewRecord,,Box,2,-5,0,0,-10,0,0,0,2
179,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_1f524be9838146e3bc9e529c17f797d3/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_1f524be9838146e3bc9e529c17f797d3/1.0,NiceTry,,Painted face emote,8,9,0,1,1,1,-6,0,4
180,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/138325/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/138325/1.0,NinjaGrumpy,,Real Face based emote,10,8,0,-1,0,0,-10,0,2
181,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/90075/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/90075/1.0,NomNom,,Food,10,3,4,-1,0,-3,10,0,3
183,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/34875/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/34875/1.0,NotATK,,Real Face based emote,10,8,0,3,0,1,1,0,4
184,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/58765/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/58765/1.0,NotLikeThis,,Real Face based emote,10,6,-9,-2,0,-8,7,0,7
190,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/81103/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/81103/1.0,OhMyDog,,Animal or creature recognisable emote,10,4,0,0,0,-2,10,0,6
191,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/66/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/66/1.0,OneHand,,Real Face based emote,10,3,0,3,2,2,-4,0,5
192,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/100590/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/100590/1.0,OpieOP,,Real Face based emote,10,7,0,2,1,1,-5,0,5
193,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/16/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/16/1.0,OptimizePrime,,Real Face based emote,10,7,0,-3,-1,-4,3,0,5
187,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/81248/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/81248/1.0,OSFrog,,Animal or creature recognisable emote,10,5,0,2,3,2,0,0,4
310,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/22998/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/22998/1.0,panicBasket,,Other recognisable emotes,1,-5,-2,0,-8,0,0,0,2
198,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/3668/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/3668/1.0,PanicVis,,Painted face emote,10,4,-4,0,-1,-5,8,0,6
200,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/965738/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/965738/1.0,PartyHat,,Holidays,0,0,0,0,0,0,0,0,0
201,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/135393/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/135393/1.0,PartyTime,,Real Face based emote,10,4,0,2,1,3,2,0,5
311,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/112289/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/112289/1.0,pastaThat,,Food,0,0,0,0,0,0,0,0,0
202,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/3412/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/3412/1.0,PeoplesChamp,,Real Face based emote,10,8,0,0,-2,0,-6,0,3
203,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/27509/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/27509/1.0,PermaSmug,,Real Face based emote,10,8,0,1,1,0,-7,0,3
204,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/111300/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/111300/1.0,PicoMause,,Real Face based emote,10,4,0,2,3,4,4,0,4
205,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_a25ad7124e584c949e2f63917e3d747a/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_a25ad7124e584c949e2f63917e3d747a/1.0,PikaRamen,,Possible emote recognition,10,7,0,1,0,5,1,0,4
206,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1003190/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1003190/1.0,PinkMercy,,Painted face emote,10,5,0,3,1,3,5,0,6
207,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/4240/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/4240/1.0,PipeHype,,Real Face based emote,10,9,-2,-3,-1,-2,-8,0,6
208,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1547903/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1547903/1.0,PixelBob,,Painted face emote,10,4,0,2,1,5,9,9,7
209,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_f202746ed88f4e7c872b50b1f7fd78cc/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_f202746ed88f4e7c872b50b1f7fd78cc/1.0,PizzaTime,,Food,0,0,0,0,0,0,0,0,0
194,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/36/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/36/1.0,PJSalt,,Food,0,0,0,0,0,0,0,0,0
195,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/102556/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/102556/1.0,PJSugar,,Food,0,0,0,0,0,0,0,0,0
196,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/92/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/92/1.0,PMSTwin,,Real Face based emote,1,8,0,0,-2,-2,-8,0,5
210,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_30050f4353aa4322b25b6b044703e5d1/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_30050f4353aa4322b25b6b044703e5d1/1.0,PogBones,,Animal or creature recognisable emote,10,-4,-5,0,-2,0,10,0,6
211,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/305954156/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/305954156/1.0,PogChamp,,Animal or creature recognisable emote,10,2,0,3,2,7,10,5,7
212,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/117484/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/117484/1.0,Poooound,,Real Face based emote,10,3,0,3,2,5,6,0,6
213,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/724216/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/724216/1.0,PopCorn,,Food,0,0,0,0,0,0,0,0,0
214,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_cff32f43571543828847738e27acf4ef/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_cff32f43571543828847738e27acf4ef/1.0,PopGhost,,Food,0,0,0,0,0,0,0,0,0
215,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_5d523adb8bbb4786821cd7091e47da21/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_5d523adb8bbb4786821cd7091e47da21/1.0,PopNemo,,Animal or creature recognisable emote,5,10,0,3,0,0,-10,0,5
216,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_4c39207000564711868f3196cc0a8748/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_4c39207000564711868f3196cc0a8748/1.0,PoroSad,,Animal or creature recognisable emote,5,8,-6,-2,0,-8,-4,0,6
217,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_e02650251d204198923de93a0c62f5f5/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_e02650251d204198923de93a0c62f5f5/1.0,PotFriend,,Not recognisable,0,0,0,0,0,0,0,0,0
218,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/425688/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/425688/1.0,PowerUpL,,Not recognisable,0,0,0,0,0,0,0,0,0
219,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/425671/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/425671/1.0,PowerUpR,,Not recognisable,0,0,0,0,0,0,0,0,0
220,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/38586/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/38586/1.0,PraiseIt,,Other recognisable emotes,1,6,0,0,0,0,0,0,1
197,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/28328/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/28328/1.0,PRChase,,Real Face based emote,10,7,0,1,1,2,-6,0,3
221,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/115075/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/115075/1.0,PrimeMe,,Not recognisable,0,0,0,0,0,0,0,0,0
223,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/47/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/47/1.0,PunchTrees,,Painted face emote,10,7,0,1,0,0,-6,0,3
222,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/160401/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/160401/1.0,PunOko,,Painted face emote,10,-8,0,-3,-4,-4,-5,0,8
226,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/114870/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/114870/1.0,RaccAttack,,Animal or creature recognisable emote,5,8,0,0,0,0,-4,0,3
227,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1900/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1900/1.0,RalpherZ,,Animal or creature recognisable emote,5,8,-3,1,0,-2,-6,0,2
228,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/22/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/22/1.0,RedCoat,,Real Face based emote,10,8,0,-1,-1,0,-7,0,4
