Index,emote_display,link,Emote,IMAGE,Cohort,emotion_recognition,anger_calmness,despair_hope,disgust_like,hate_love,sadness_joy,anticipation_surprise,sacrasm_lvl,Confidence_answer
8,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/555555581/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/555555581/1.0,:-O,,Face Emote,10,2,0,0,0,-1,9,0,10
12,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/555555583/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/555555583/1.0,:-o,,Face Emote,10,2,0,0,0,-1,9,0,10
4,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/555555559/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/555555559/1.0,:-(,,Face Emote,10,-3,-6,-2,0,-8,0,0,10
2,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/2/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/2/1.0,:(,,Face Emote,10,-3,-6,-2,0,-8,0,0,10
33,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/4/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/4/1.0,>(,,Face Emote,10,-5,-9,-6,-1,-6,6,0,10
1,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/555555579/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/555555579/1.0,8-),,Face Emote,10,5,0,3,0,4,0,0,10
43,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/555555578/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/555555578/1.0,B-),,Face Emote,10,5,0,3,0,4,0,0,10
42,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/7/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/7/1.0,B),,Face Emote,10,5,0,3,0,4,0,0,10
0,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/354/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/354/1.0,4Head,,Real Face based emote,10,1,2,8,6,10,4,2,9
35,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_a829c76ca15f49a2bf71e1270f83fe83/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_a829c76ca15f49a2bf71e1270f83fe83/1.0,AmbessaLove,,Painted face emote,10,0,8,7,10,9,0,0,10
36,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_ed53f0877c984ddcadfa500347b1fd0c/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_ed53f0877c984ddcadfa500347b1fd0c/1.0,AndalusianCrush,,Animal or creature recognisable emote,10,8,0,0,0,2,4,0,6
34,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/3792/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/3792/1.0,ANELE,,Real Face based emote,10,4,0,-5,0,1,-4,0,8
37,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_9eade28238d64e83b0219a9025d4692d/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_9eade28238d64e83b0219a9025d4692d/1.0,AnotherRecord,,Box,5,10,0,0,6,0,1,0,2
38,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/51838/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/51838/1.0,ArgieB8,,Real Face based emote,10,4,0,9,7,7,2,2,9
39,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/50/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/50/1.0,ArsonNoSexy,,Real Face based emote,10,-10,0,-9,-10,0,4,0,9
41,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/74/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/74/1.0,AsianGlow,,Real Face based emote,7,7,0,1,0,-4,-4,0,8
46,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/22639/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/22639/1.0,BabyRage,,Real Face based emote,10,-10,0,-8,-10,-4,2,0,6
47,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_f9feac06649548448b3127dd9bd7710e/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_f9feac06649548448b3127dd9bd7710e/1.0,BangbooBounce,,Other recognisable emotes,5,7,0,0,0,0,0,0,2
48,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/115234/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/115234/1.0,BatChest,,Real Face based emote,10,4,0,5,4,9,7,0,8
44,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/30/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/30/1.0,BCWarrior,,Real Face based emote,10,4,0,5,4,1,-4,1,6
49,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/160394/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/160394/1.0,BegWan,,Animal or creature recognisable emote,10,4,10,10,7,8,5,0,8
50,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1904/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1904/1.0,BigBrother,,Real Face based emote,10,8,2,1,7,4,-8,5,8
51,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/160395/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/160395/1.0,BigPhish,,Not recognisable,0,0,0,0,0,0,0,0,0
52,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_db3cd788399347a8b2ebfb8a85f5badb/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_db3cd788399347a8b2ebfb8a85f5badb/1.0,BigSad,,Possible emote recognition,10,-4,-10,-3,0,-10,3,0,10
54,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/302537250/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/302537250/1.0,BlackLivesMatter,,Other recognisable emotes,10,-8,0,0,-6,0,0,0,2
55,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/114738/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/114738/1.0,BlargNaut,,Real Face based emote,10,4,0,4,2,7,4,1,9
138,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/307827332/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/307827332/1.0,IntersexPride,,Hearts,10,3,1,2,10,9,0,0,9
40,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/307827267/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/307827267/1.0,AsexualPride,,Hearts,9,3,1,2,10,9,0,0,9
199,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/307827370/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/307827370/1.0,PansexualPride,,Hearts,5,3,1,2,10,9,0,0,9
182,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/307827356/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/307827356/1.0,NonbinaryPride,,Hearts,5,3,1,2,10,9,0,0,9
53,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/307827313/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/307827313/1.0,BisexualPride,,Hearts,10,3,1,2,10,9,0,0,9
113,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/307827321/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/307827321/1.0,GayPride,,Hearts,10,3,1,2,10,9,0,0,9
114,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/307827326/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/307827326/1.0,GenderFluidPride,,Hearts,10,3,1,2,10,9,0,0,9
164,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/307827340/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/307827340/1.0,LesbianPride,,Hearts,10,3,1,2,10,9,0,0,9
278,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/307827377/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/307827377/1.0,TransgenderPride,,Hearts,2,4,1,2,10,9,0,0,9
284,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/196892/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/196892/1.0,TwitchUnity,,Hearts,10,3,1,2,10,9,0,0,9
289,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/301696583/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/301696583/1.0,VirtualHug,,Hearts,10,3,1,2,10,9,0,0,9
300,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/62835/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/62835/1.0,bleedPurple,,Hearts,10,3,1,2,10,9,0,0,9
32,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/9/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/9/1.0,<3,,Hearts,10,3,1,2,10,9,0,0,9
56,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/69/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/69/1.0,BloodTrail,,Possible emote recognition,10,3,6,7,0,9,4,0,10
45,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/301428702/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/301428702/1.0,BOP,,Other recognisable emotes,6,-2,0,3,0,4,0,0,4
57,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/115233/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/115233/1.0,BrainSlug,,Possible emote recognition,10,-2,-6,-9,0,-6,0,0,4
58,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_f2fd474fbe964964b2570671575b39ea/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_f2fd474fbe964964b2570671575b39ea/1.0,BratChat,,Not recognisable,0,0,0,0,0,0,0,0,0
59,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/4057/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/4057/1.0,BrokeBack,,Real Face based emote,10,-2,0,-1,0,2,2,0,9
60,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/27602/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/27602/1.0,BuddhaBar,,Real Face based emote,10,-3,-2,-2,2,1,-5,0,7
62,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_4acac638cffb4db49f376059f7077dae/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_4acac638cffb4db49f376059f7077dae/1.0,CaitlynS,,Painted face emote,10,-4,-2,-3,0,0,8,0,8
61,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_50b3304bc0884c6792f13615db072a5c/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_50b3304bc0884c6792f13615db072a5c/1.0,CaitThinking,,Painted face emote,10,7,2,3,0,1,2,0,9
63,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/166266/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/166266/1.0,CarlSmile,,Real Face based emote,10,9,2,4,2,4,-7,0,9
64,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_21baaf76fd3e4d258e5c0110614724bd/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_21baaf76fd3e4d258e5c0110614724bd/1.0,CerberusDog,,Animal or creature recognisable emote,2,-4,0,0,-5,0,0,0,3
65,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/90129/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/90129/1.0,ChefFrank,,Animal or creature recognisable emote,10,9,0,2,1,1,-7,0,4
66,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_0e0a3592d8334ef5a1cfcae6f3e76acb/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_0e0a3592d8334ef5a1cfcae6f3e76acb/1.0,ChewyYAY,,Animal or creature recognisable emote,2,2,0,7,3,4,0,0,4
67,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_d351c5d5e9084402b30bc39eaa3d92ae/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_d351c5d5e9084402b30bc39eaa3d92ae/1.0,Cinheimer,,Animal or creature recognisable emote,2,4,0,7,2,3,0,0,5
301,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/84608/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/84608/1.0,cmonBruh,,Real Face based emote,10,8,3,-1,-1,1,-6,0,7
68,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/58127/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/58127/1.0,CoolCat,,Animal or creature recognisable emote,10,8,0,1,0,1,-7,0,4
69,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/123171/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/123171/1.0,CoolStoryBob,,Real Face based emote,10,7,3,7,1,5,6,8,9
302,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/112288/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/112288/1.0,copyThis,,Not recognisable,0,0,0,0,0,0,0,0,0
70,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/49106/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/49106/1.0,CorgiDerp,,Animal or creature recognisable emote,10,5,1,7,5,6,-7,0,6
71,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/191313/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/191313/1.0,CrreamAwk,,Real Face based emote,10,-8,-4,-9,-7,-2,10,0,9
72,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/116625/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/116625/1.0,CurseLit,,Other recognisable emotes,6,-5,0,0,0,0,0,0,2
73,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/973/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/973/1.0,DAESuppy,,Real Face based emote,10,-5,0,-5,-1,-2,6,0,4
75,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/33/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/33/1.0,DansGame,,Real Face based emote,10,-8,-2,-10,-7,-5,7,0,8
76,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_d9567e500d78441793bee538dcabc1da/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_d9567e500d78441793bee538dcabc1da/1.0,DarkKnight,,Real Face based emote,3,-4,0,0,0,0,0,0,1
78,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/111700/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/111700/1.0,DatSheffy,,Real Face based emote,10,10,6,0,0,0,-9,0,7
74,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/73/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/73/1.0,DBstyle,,Real Face based emote,10,6,0,-1,0,-1,7,0,6
79,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/58135/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/58135/1.0,DendiFace,,Real Face based emote,10,5,0,8,2,5,2,7,7
80,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_dcd06b30a5c24f6eb871e8f5edbd44f7/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_dcd06b30a5c24f6eb871e8f5edbd44f7/1.0,DinoDance,,Other recognisable emotes,2,9,0,2,1,1,-4,0,4
81,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/114835/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/114835/1.0,DogFace,,Real Face based emote,10,-8,0,3,0,2,2,0,4
82,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/102242/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/102242/1.0,DoritosChip,,Food,0,0,0,0,0,0,0,0,0
303,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/62834/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/62834/1.0,duDudu,,Not recognisable,0,0,0,0,0,0,0,0,0
83,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/110734/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/110734/1.0,DxCat,,Animal or creature recognisable emote,10,4,0,-,0,0,-7,0,5
84,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/959018/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/959018/1.0,EarthDay,,Not recognisable,0,0,0,0,0,0,0,0,0
85,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_db169cf5364e4634b529eef8b0616d94/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_db169cf5364e4634b529eef8b0616d94/1.0,EkkoChest,,Painted face emote,10,3,4,8,1,6,7,0,9
86,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/4339/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/4339/1.0,EleGiggle,,Real Face based emote,10,1,0,10,3,8,8,0,8
87,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/376765/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/376765/1.0,EntropyWins,,Real Face based emote,10,1,0,7,1,2,7,0,5
88,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/302426269/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/302426269/1.0,ExtraLife,,Sport,1,10,0,0,1,1,0,0,3
98,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/360/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/360/1.0,FailFish,,Real Face based emote,10,2,-8,-2,0,-1,6,0,6
99,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_2734f1a85677416a9d8f846a2d1b4721/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_2734f1a85677416a9d8f846a2d1b4721/1.0,FallCry,,Face Emote,10,-2,-9,0,0,-10,-2,0,9
100,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_7f9b025d534544afaf679e13fbd47b88/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_7f9b025d534544afaf679e13fbd47b88/1.0,FallHalp,,Possible emote recognition,10,8,-6,0,0,-3,0,0,8
101,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_dee4ecfb7f0940bead9765da02c57ca9/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_dee4ecfb7f0940bead9765da02c57ca9/1.0,FallWinning,,Possible emote recognition,10,6,7,0,1,5,5,0,9
102,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_89f3f0761c7b4f708061e9e4be3b7d17/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_89f3f0761c7b4f708061e9e4be3b7d17/1.0,FamilyMan,,Real Face based emote,10,3,0,4,1,4,4,0,6
89,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1441276/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1441276/1.0,FBBlock,,Sport,5,5,0,-5,-2,0,0,0,3
90,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1441281/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1441281/1.0,FBCatch,,Sport,5,5,0,2,0,0,0,0,3
91,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1441285/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1441285/1.0,FBChallenge,,Sport,0,0,0,0,0,0,0,0,0
92,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1441271/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1441271/1.0,FBPass,,Sport,0,0,0,0,0,0,0,0,0
93,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1441289/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1441289/1.0,FBPenalty,,Sport,0,0,0,0,0,0,0,0,0
94,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1441261/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1441261/1.0,FBRun,,Sport,0,0,0,0,0,0,0,0,0
95,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/1441273/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/1441273/1.0,FBSpiral,,Sport,0,0,0,0,0,0,0,0,0
96,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/626795/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/626795/1.0,FBtouchdown,,Sport,1,4,0,0,0,0,0,0,3
103,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_4b51b45f35df4dd8ad45a611c9a9ec35/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_4b51b45f35df4dd8ad45a611c9a9ec35/1.0,FeelsVi,,Painted face emote,10,-3,-7,-1,-1,-5,-2,0,9
104,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_0cb91e8a01c741fe9d4a0607f70395db/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_0cb91e8a01c741fe9d4a0607f70395db/1.0,FlawlessVictory,,Sport,0,0,0,0,0,0,0,0,0
105,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/302628600/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/302628600/1.0,FootBall,,Sport,0,0,0,0,0,0,0,0,0
106,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/302628617/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/302628617/1.0,FootGoal,,Sport,0,0,0,0,0,0,0,0,0
107,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/302628613/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/302628613/1.0,FootYellow,,Sport,3,-6,0,-5,-5,0,0,0,1
108,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_db3385fb0ea54913bf58fa5554edfdf2/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_db3385fb0ea54913bf58fa5554edfdf2/1.0,ForSigmar,,Possible emote recognition,6,-8,0,-1,-10,0,0,0,1
109,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/65/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/65/1.0,FrankerZ,,Animal or creature recognisable emote,7,10,0,1,1,0,-9,0,4
110,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/117701/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/117701/1.0,FreakinStinkin,,Real Face based emote,10,-3,-6,1,0,2,5,0,5
97,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/244/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/244/1.0,FUNgineer,,Real Face based emote,10,10,0,-4,-1,0,-10,0,7
111,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/98562/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/98562/1.0,FutureMan,,Painted face emote,10,4,0,8,2,8,2,0,9
115,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_291135bb36d24d33bf53860128b5095c/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_291135bb36d24d33bf53860128b5095c/1.0,Getcamped,,Not recognisable,0,0,0,0,0,0,0,0,0
116,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/32/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/32/1.0,GingerPower,,Real Face based emote,10,-9,0,-10,-7,-4,3,0,5
117,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/112291/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/112291/1.0,GivePLZ,,Possible emote recognition,8,9,10,1,0,2,-7,0,7
122,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_c1f4899e65cf4f53b2fd98e15733973a/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_c1f4899e65cf4f53b2fd98e15733973a/1.0,GoldPLZ,,Possible emote recognition,10,9,10,1,0,2,-7,0,7
266,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/112292/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/112292/1.0,TakeNRG,,Possible emote recognition,7,9,9,1,0,2,-7,0,7
120,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/304489309/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/304489309/1.0,GlitchNRG,,Possible emote recognition,10,-10,-4,0,-10,0,0,0,7
118,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/304486301/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/304486301/1.0,GlitchCat,,Animal or creature recognisable emote,9,9,0,1,0,1,-7,0,6
119,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/304489128/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/304489128/1.0,GlitchLit,,Possible emote recognition,3,-6,0,0,-3,0,0,0,5
121,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_e41e4d6808224f25ae1fb625aa26de63/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/emotesv2_e41e4d6808224f25ae1fb625aa26de63/1.0,GoatEmotey,,Animal or creature recognisable emote,10,-4,0,1,-1,-1,9,0,3
123,"<img src=""https://static-cdn.jtvnw.net/emoticons/v1/3632/1.0"" style=""height:30px;"">",https://static-cdn.jtvnw.net/emoticons/v1/3632/1.0,GrammarKing,,Real Face based emote,10,-7,6,-5,1,3,3,0,4
